device,device_type,conf_os_fmly_nm,conf_browser_fmly_nm,user_agent_long_tx
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0; Qnet Mobile Build/MRA58K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 8.0.0; ONE A2003 Build/OPR3.170623.013) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Other,Other,Other,Opera/9.80 (MAUI Runtime; Opera Mini/6.1.32997/88.150; U; en) Presto/2.12.423 Version/12.16
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.1.1; LGE VS425PP Build/NMF26F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.98 Mobile Safari/537.36 AlohaBrowser/1.2.0.5"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; XT1585 Build/NCK25.118-10.5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.109 Mobile Safari/537.36"
Desktop,PC,Windows,Other,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.170 Safari/537.36 Vivaldi/1.96.1111.3"
Mobile,Other,Other,Other,Opera/9.80 (MAUI Runtime; Opera Mini/4.4.31998/88.150; U; en) Presto/2.12.423 Version/12.16
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.0.2; DMC-CM1 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 8.1.99; Build/PPR1.180222.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.53 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"NerdWallet/2.8.0 (android; 25; en-US) ### Mozilla/5.0 (Linux; Android 7.1.1; Coolpad 3632A Build/NMF26F; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0; R1 HD Build/MRA58K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36 Flipboard/4.1.12/4340,4.1.12.4340"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; Android 8.1.0; Nexus 6P Build/OPM3.171019.013) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.141 Mobile Safari/537.36 OPR/45.0.2246.125330"
Mobile,Android,Android,Chrome,"NerdWallet/2.9.0 (android; 24; en-US) ### Mozilla/5.0 (Linux; Android 7.0; SM-G930VL Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.1; HUAWEI LUA-U02 Build/HUAWEILUA-U02) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; U; Android 5.1.1; en-US; SM-J3110 Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 UCBrowser/12.0.0.1088 Mobile Safari/537.36"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.1.1; GT-N8013 Build/JRO03C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; SM-G920T Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/56.0.2924.87 Mobile Safari/537.36 Flipboard/3.3.23/2843,3.3.23.2843"
Tablet,iPad,iOS,Safari,"NerdWallet/2.9.0 (ios; 9.3.4; en-US) ### Mozilla/5.0 (iPad; CPU OS 9_3_4 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) NerdWallet App"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; Android 7.0; Lenovo K33a42 Build/NRD90N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.141 Mobile Safari/537.36 OPR/45.0.2246.125120"
Desktop,PC,Mac,Safari,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.2 Safari/605.1.15"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.4.2; HP 7 VoiceTab Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0; Amosta 3G5 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; SM-G950U1 Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36 Flipboard/4.1.13/4342,4.1.13.4342"
Tablet,Android Tablet,Android,Other,"Mozilla/5.0 (Linux; U; Android 7.1.1; K88 Build/NMF26V; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Safari/537.36 OPR/32.0.2254.123747"
Mobile,iPhone,iOS,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_2_1 like Mac OS X) AppleWebKit/604.4.7 (KHTML, like Gecko) Mobile/15C153 Version/11.2 Safari/8536.25 Mobicip/-1005090944"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.4.2; S4A+ Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.137 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; SM-N910H Build/MMB29K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/64.0.3282.137 Mobile Safari/537.36 Flipboard/4.1.13/4342,4.1.13.4342"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.4.2; E6715 Build/KVT49L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/63.0.3239.111 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G900F Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/63.0.3239.111 Mobile Safari/537.36 Flipboard/4.1.9/4323,4.1.9.4323"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.1.1; ALCATEL ONE TOUCH 4030E Build/JRO03C) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.166 Mobile Safari/535.19"
Desktop,PC,Linux,Chrome,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1612.0 Safari/537.36"
Desktop,PC,Windows,IE,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 1.1.4322; MS-RTC LM 8; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C)
Desktop,PC,Windows,Firefox,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:21.0) Gecko/20130302 Firefox/21.0
Desktop,PC,Linux,Chrome,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.1990.0 Safari/537.36"
Desktop,PC,Windows,IE,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; FBViewer-6.0.5.0; FBViewer-6.0.6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; MS-RTC LM 8; .NET CLR 1.1.4322; InfoPath.3; .NET4.0C; .NET4.0E; FBViewer-6.0.5.0; F
Desktop,PC,Windows,IE,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.4; .NET CLR 1.1.4322; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.3)
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.2.2; SGH-I317 Build/JDQ39E) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/28.0.1500.64 Mobile Safari/537.36"
Desktop,PC,Windows,IE,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; MS-RTC LM 8; InfoPath.3; .NET4.0C)
Mobile,iPhone,iOS,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D201 [FBAN/MessengerForiOS;FBAV/6.1.0.33.5;FBBV/2955837;FBDV/iPhone5,2;FBMD/iPhone;FBSN/iPhone OS;FBSV/7.1.1;FBSS/2; FBCR/Sprint;FBID/phone;FBLC"
Desktop,PC,Windows,IE,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; BRI/1; MASM; .NET4.0C; BRI/2; AskTbORJ/5.15.23.36191)
Desktop,PC,Windows,IE,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; Zune 4.7; InfoPath.3)
Mobile,Other,Other,Other,SAMSUNG-GT-C3312 Opera/9.80 (J2ME/MIDP; Opera Mini/6.5.31743/34.1903; U; en) Presto/2.8.119 Version/11.10
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.0.4; SAMSUNG-SGH-I957 Build/IMM76D) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.166 Safari/535.19"
Mobile,Android,Android,Android,"Mozilla/5.0 (Linux; U; Android 4.4.2; fr-fr; Nexus 4 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
Desktop,PC,Windows,IE,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; AlexaToolbar/amzni-3.0; GTB7.5; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET CLR 1.1.4322; AlexaToolbar/amzni-3.0; BOIE8;ENUS)
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.2.2; C6603 Build/10.3.1.A.0.244) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.38 Mobile Safari/537.36"
Desktop,PC,Windows,IE,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; .NET CLR 1.1.4322; .NET4.0C; .NET4.0E; InfoPath.3; MS-RTC EA 2)
Desktop,PC,Windows,IE,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; GTB7.5; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; AskTbOVO2/5.14.1.20007)
Desktop,PC,Windows,IE,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; InfoPath.1; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET CLR 1.1.4322; MS-RTC LM 8) w:PACBHO60 w:PACBHO60
Mobile,iPhone,iOS,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Mobile/11D167 [FBAN/FBIOS;FBAV/10.0.0.26.21;FBBV/2441354;FBDV/iPhone5,3;FBMD/iPhone;FBSN/iPhone OS;FBSV/7.1;FBSS/2; FBCR/AT&T;FBID/phone;FBLC/en_US;FBOP/5]"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.0.4; HTC One VX Build/IMM76I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.36 Mobile Safari/537.36"
Tablet,Android Tablet,Android,Android,"Mozilla/5.0 (Linux; U; Android 4.0.3; en-us; Slicepad L7 Build/IML74K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30"
Desktop,PC,Windows,IE,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.1; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; OfficeLiveConnector.1.5; OfficeLivePatch.1.3; BRI/2)
Desktop,PC,Windows,IE,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.5; Media Center PC 2.8; .NET CLR 1.0.3705; .NET CLR 2.0.50727; .NET4.0C; BRI/2)
Desktop,PC,Windows,IE,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E; SynapseWorkstation.3.2.1; InfoPath.2)
Mobile,Other,Other,Other,Opera/9.80 (J2ME/MIDP; Opera Mini/4.2.24721/34.765; U; en) Presto/2.8.119 Version/11.10
Tablet,Android Tablet,Android,Other,Opera/9.80 (Android; Opera Mini/7.5.31657/34.1445; U; en) Presto/2.8.119 Version/11.10
Desktop,PC,Windows,Chrome,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; chromeframe/32.0.1700.107; SLCC2; .NET CLR 2.0.50727; .NET4.0C; .NET4.0E; .NET CLR 3.5.30729; .NET CLR 3.0.30729; InfoPath.3)
Desktop,PC,Windows,IE,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.0; GTB7.5; SLCC1; .NET CLR 2.0.50727; .NET CLR 3.0.30729; InfoPath.2; .NET CLR 3.5.30729)
Mobile,Other,Other,Other,Opera/9.80 (BlackBerry; Opera Mini/8.0.35157/34.2369; U; en) Presto/2.8.119 Version/11.10
Desktop,PC,Windows,IE,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; MDDR; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; BRI/2; MS-RTC LM 8; MS-RTC LM 8; nsapshr 9.1.6)
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.1.2; Micromax A116 Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.90 Mobile Safari/537.36"
Desktop,PC,Windows,IE,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; BRI/2; .NET4.0C; .NET4.0E; AskTbOVO2/5.17.0.25589; FunWebProducts)
Desktop,PC,Windows,IE,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.5; .NET CLR 1.0.3705; .NET CLR 1.1.4322; Media Center PC 4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; BRI/2; .NET4.0C; AskTbORJ/5.15.4.23821; McAfee)
Desktop,PC,Windows,IE,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; GTB7.4; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; MDDR; .NET4.0C; AskTbORJ/5.15.14.29495)
Desktop,PC,Windows,IE,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; GTB7.5; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; MS-RTC LM 8; .NET4.0C; MS-RTC LM 8)
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.0; SM-G900P Build/LRX21T; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.3071.92 Mobile Safari/537.36"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; Android 5.1; GO984 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36 OPR/42.7.2246.114996"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; U; Android 6.0.1; SM-G532G Build/MMB29T; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.3071.122 Mobile Safari/537.36 OPR/28.0.2254.119154"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.1; Infinix-X600 Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.78 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.1; A33w Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.116 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0; X28 Plus Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.116 Mobile Safari/537.36"
Desktop,PC,Mac,Firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:17.0) Gecko/17.0 Firefox/17.0
Mobile,Android,Android,Android,"Mozilla/5.0 (Linux; U; Android 4.2.2; en-us; GT-I9190 Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 Flipboard/3.4.15/2970,3.4.15.2970"
Mobile,Android,Android,Android,"Mozilla/5.0 (Linux; U; Android 4.1.2; hr-hr; SAMSUNG GT-I8260/I8260XXAMG2 Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.4.2; SM-T231 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Safari/537.36 Flipboard/4.0.16/4226,4.0.16.4226"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; U; Android 5.0.2; en-US; LG-D802 Build/LRX22G) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.2.8.945 U3/0.8.0 Mobile Safari/534.30"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 6 Build/MOB30M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.116 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.0.2; Micromax Q375 Build/LRX21M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.85 Mobile Safari/537.36"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.4.2; NB1022 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Safari/537.36 Flipboard/4.0.13/4208,4.0.13.4208"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.1.2; KII-L05 Build/NJH47F) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.78 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.4.2; SAMSUNG-SM-G900A Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.81 Mobile Safari/537.36"
Mobile,Android Tablet,Android,Other,UCWEB/2.0 (MIDP-2.0; U; Adr 6.0; en-US; A97) U2/1.0.0 UCBrowser/10.8.0.930 U2/1.0.0 Mobile
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0; Le X620 Build/HEXCNFN5801507011S) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.92 Mobile Safari/537.36"
Mobile,iPhone,iOS,Chrome,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) CriOS/34.0.1847.18 Mobile/11B554a Safari/9537.53"
Desktop,Other,Other,Other,Mozilla/5.0 (compatible; Cliqzbot/2.0; +http://cliqz.com/company/cliqzbot)
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.1.1; HUAWEI P7-L07 Build/HuaweiP7-L07) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 8.0.0; Nexus 6P Build/OPP4.170623.014) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.12 Mobile Safari/537.36"
Mobile,Other,Other,Other,Opera/9.80 (SpreadTrum; Opera Mini/4.4.33961/67.445; U; en) Presto/2.12.423 Version/12.16
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.0.2; Elite Plus Build/LRX22G; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.2743.98 Mobile Safari/537.36 Browser"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.1.1; Vodafone Smart ultra 6 Build/LMY47V; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G930T1 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.122 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.1; HUAWEI CUN-L03 Build/HUAWEICUN-L03) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; LG-H860 Build/NRD90U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.122 Mobile Safari/537.36"
Mobile,Other,Other,Other,Opera/9.80 (MAUI Runtime; Opera Mini/6.1.27412/67.443; U; en) Presto/2.12.423 Version/12.16
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.1.2; SGH-T599 Build/JZO54K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.116 Mobile Safari/537.36"
Mobile,iPhone,iOS,Safari,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Mobile/14A456 Flipboard/4.0.16 Flipboard/4.0.16 Flipboard/4.0.16 Flipboard/4.0.16 Flipboard/4.0.16 Flipboard/4.0.16 Flipboard/4.0.16"
Desktop,PC,Linux,Other,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/60.0.3112.78 HeadlessChrome/60.0.3112.78 Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; G3223 Build/42.0.A.4.89) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.116 Mobile Safari/537.36"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; U; Android 6.0.1; en-US; SM-A800I Build/MMB29K) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/40.0.2214.89 UCBrowser/11.4.5.1005 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.1; HTC Desire 628 dual sim Build/LMY47D) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36"
Mobile,Android,Android,Other,"Mozilla/5.0 (Linux; U; Android 5.0; en-US; SAMSUNG-SM-G900A Build/LRX21T) AppleWebKit/528.5+ (KHTML, like Gecko) Version/3.1.2 Mobile Safari/525.20.1 UCBrowser/10.9.5.983 Mobile"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.3; SPH-L710 Build/JSS15J) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.132 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.1; XT1058 Build/LPAS23.12-21.7-1; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.116 Mobile Safari/537.36 Flipboard/4.1.1/4247,4.1.1.4247"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; SM-G950U Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.116 Mobile Safari/537.36 Instagram 14.1.0.12.91 Android (24/7.0; 640dpi; 1440x2768; samsung; SM-G950U; dreamqltesq; qcom; en_US)"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0; H60-L04 Build/HDH60-L04) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; VS988 Build/NRD90U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.98 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.1.1; C1505 Build/11.3.A.2.33) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.81 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 6.0.1; D6653 Build/23.5.A.0.575) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.50 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; SM-G935V Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.3112.116 Mobile Safari/537.36 Instagram 15.0.0.11.90 Android (24/7.0; 480dpi; 1080x1920; samsung/Verizon; SM-G935V; hero2qltevzw; qcom; en_US)"
Tablet,Android Tablet,Android,Chrome,"Mozilla/5.0 (Linux; Android 5.1; B3-A20 Build/LMY47I) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.98 Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 4.3; Z797C Build/JLS36C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/61.0.3163.98 Mobile Safari/537.36"
Mobile,Android,Android,Chrome,"Mozilla/5.0 (Linux; Android 7.0; SM-G930U Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/59.0.3071.125 Mobile Safari/537.36"
